Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030160     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x160                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x60                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x70                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x80                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x90                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171033130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M33x130                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171033140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M33x140                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171033150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M33x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171033170     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M33x170                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171036110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M36x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171036080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M36x80                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003010     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x10                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003012     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x12                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003016     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x16                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x20                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x25                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x30                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x35                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x40                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003006     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x6                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171003008     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M3x8                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171045110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M45x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171045120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M45x120                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171045060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M45x60                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004010     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x10                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004012     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004016     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x20                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x25                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x30                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x35                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x40                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x45                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x50                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004006     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x6                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x60                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171004008     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M4x8                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005010     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x10                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005012     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x12                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005016     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x16                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x20                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005022     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x22                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x25                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x30                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x35                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x40                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x45                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x50                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x55                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x60                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x70                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005008     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x8                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171005080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M5x80                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006010     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x10                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x100                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x110                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006012     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x12                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006014     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x14                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006015     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x15                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006016     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006018     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x18                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x20                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x25                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x30                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x35                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x40                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x45                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x50                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x55                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x60                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x65                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x70                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x75                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006008     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x8                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x80                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171006090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M6x90                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171007050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M7x50                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171007060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M7x60                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008010     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x10                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x100                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x110                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008012     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x120                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008125     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x125                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x130                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x140                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008016     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008018     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x18                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x20                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x25                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x30                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x35                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x40                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x45                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x50                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x55                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x60                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x65                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x70                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x75                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x80                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008085     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x85                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x90                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171008095     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M8x95                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A4,,0933181024160     ,PARAFUSO SEXTAVADO INOX A4 DIN 933 RP M24x160                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A4,,0933181010100     ,PARAFUSO SEXTAVADO INOX A4 DIN 933 RT M10x100                          ,,2
