Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005012     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x12                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005014     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x14                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005016     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x16                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005020     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x20                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005025     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x25                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005030     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x30                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005035     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x35                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005040     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x40                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005045     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x45                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005050     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x50                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005055     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x55                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005006     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x6                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005060     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x60                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112005008     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M5x8                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006010     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x10                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006012     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x12                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006014     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x14                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006016     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x16                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006020     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x20                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006025     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x25                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006030     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x30                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006035     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x35                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006040     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x40                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006045     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x45                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006050     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x50                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006055     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x55                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006060     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x60                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006008     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x8                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112006080     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M6x80             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008010     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x10                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008100     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x100                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008012     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x12                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008014     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x14                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008016     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x16                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008020     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x20                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008025     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x25                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008030     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x30                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008035     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x35                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008040     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x40                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008045     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x45                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008050     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x50                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008055     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x55                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Aço,Zincado Branco,0084112008060     ,PARAFUSO C/CIL C/F Fe ZnB DIN 84 M8x60                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x20                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x25                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x30                         ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x35                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x40                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x50                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010080     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x80                         ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171010090     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M10x90                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171012050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M12x50                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025010     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x10                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025012     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x12                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025014     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x14                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025016     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x16                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025025     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x25                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025004     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x4                         ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025006     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x6                         ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171025008     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M2,5x8                         ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x12                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002014     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x14                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x16                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x20                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002022     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x22                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002003     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x3                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002004     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x4                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002006     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x6                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171002008     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M2x8                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171035012     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M3,5x12                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171035025     ,"PARAFUSO C/CIL C/F INOX A2 DIN 84 M3,5x25                        ",,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003010     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x10                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x12                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x16                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x20                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003022     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x22                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x25                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003004     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x4                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x40                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003045     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x45                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003005     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x5                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x50                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003006     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x6                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003060     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x60                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171003008     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M3x8                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004010     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x10                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x12                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004014     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x14                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x16                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x20                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x25                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x40                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004045     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x45                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x50                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004006     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x6                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004060     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x60                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004070     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x70                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004008     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x8                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171004080     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M4x80                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005010     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x10                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005100     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x100                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x12                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x16                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x20                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x25                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x30                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x35                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x40                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005045     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x45                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x50                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005055     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x55                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005006     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x6                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005060     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x60                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005070     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x70                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005008     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x8                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005080     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x80                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171005090     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M5x90                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006010     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x10                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006100     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x100,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x12                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006120     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x120       ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x16                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x20                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x25                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x40                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006045     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x45                          ,,2
