Gama;Grupo;Artigo;Família;Material;Acabamento;Código;Descrição / medida;Equivalente;Stock
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024340;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x340                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x60                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x70                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x80                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x90                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x100                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x120                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x130                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x150                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x170                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x200                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x240                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x70                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x75                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x80                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122027090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M27x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x100                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x110                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x130                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x150                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x180                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x200                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030300;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x300                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x80                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122030090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M30x90                           ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x100                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x130                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x140                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033270;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x270                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122033280;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M33x280                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x100                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x120                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036190;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x190                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036230;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x230                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122036280;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M36x280                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x170                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x200                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122039220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M39x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122042160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M42x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045190;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x190                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x200                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x220                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122045260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M45x260                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122048240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M48x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122048260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M48x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122004030;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M4x30                            ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122004035;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M4x35                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122004040;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M4x40                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122004045;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M4x45                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122004050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M4x50                            ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122052300;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M52x300                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122056260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M56x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005030;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x30                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005035;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x35                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005040;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x40                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005045;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x45                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x50                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005055;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x55                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122005060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M5x60                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x100                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x110                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x120                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006030;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x30                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006035;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x35                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006040;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x40                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006045;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x45                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x50                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006055;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x55                            ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122006060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M6x60                            ;;1
